test_name	package	source_files	linked_libs	has_mf_sites	note
geometry_test	larcorealg	larcorealg/larcorealg/CoreUtils/DebugUtils.cxx;larcorealg/larcorealg/CoreUtils/NumericUtils.cxx;larcorealg/larcorealg/CoreUtils/SearchPathPlusRelative.cxx;larcorealg/larcorealg/Geometry/AuxDetGeo.cxx;larcorealg/larcorealg/Geometry/AuxDetGeoObjectSorter.cxx;larcorealg/larcorealg/Geometry/AuxDetGeoObjectSorterStandard.cxx;larcorealg/larcorealg/Geometry/AuxDetGeometryCore.cxx;larcorealg/larcorealg/Geometry/AuxDetReadoutGeom.cxx;larcorealg/larcorealg/Geometry/AuxDetSensitiveGeo.cxx;larcorealg/larcorealg/Geometry/BoxBoundedGeo.cxx;larcorealg/larcorealg/Geometry/CryostatGeo.cxx;larcorealg/larcorealg/Geometry/GeoNodePath.cxx;larcorealg/larcorealg/Geometry/GeoObjectSorter.cxx;larcorealg/larcorealg/Geometry/GeoObjectSorterStandard.cxx;larcorealg/larcorealg/Geometry/GeoVectorLocalTransformation.cxx;larcorealg/larcorealg/Geometry/GeometryBuilderStandard.cxx;larcorealg/larcorealg/Geometry/GeometryCore.cxx;larcorealg/larcorealg/Geometry/Intersections.cxx;larcorealg/larcorealg/Geometry/LocalTransformation.cxx;larcorealg/larcorealg/Geometry/OpDetGeo.cxx;larcorealg/larcorealg/Geometry/PlaneGeo.cxx;larcorealg/larcorealg/Geometry/StandaloneGeometrySetup.cxx;larcorealg/larcorealg/Geometry/TPCGeo.cxx;larcorealg/larcorealg/Geometry/WireGeo.cxx;larcorealg/larcorealg/Geometry/WireReadoutDumper.cxx;larcorealg/larcorealg/Geometry/WireReadoutGeom.cxx;larcorealg/larcorealg/Geometry/WireReadoutGeomBuilderStandard.cxx;larcorealg/larcorealg/Geometry/WireReadoutSorterStandard.cxx;larcorealg/larcorealg/Geometry/WireReadoutStandardGeom.cxx;larcorealg/larcorealg/Geometry/details/GeometryIterationPolicy.cxx;larcorealg/larcorealg/Geometry/details/ReadoutIterationPolicy.cxx;larcorealg/larcorealg/Geometry/details/maybe_default_detector_name.cxx;larcorealg/larcorealg/TestUtils/NameSelector.cxx;larcorealg/test/Geometry/ChannelMapStandardTestAlg.cxx;larcorealg/test/Geometry/GeometryGeoIDTestAlg.cxx;larcorealg/test/Geometry/GeometryIteratorLoopTestAlg.cxx;larcorealg/test/Geometry/GeometryIteratorTestAlg.cxx;larcorealg/test/Geometry/GeometryTestAlg.cxx;larcorealg/test/Geometry/geometry_test.cxx;larcoreobj/larcoreobj/SimpleTypesAndConstants/geo_types.cxx	libCLHEP-Geometry-2.4.7.1.so;libCLHEP-Vector-2.4.7.1.so;libCore.so.6.28.12;libGenVector.so.6.28.12;libGeom.so.6.28.12;libHist.so.6.28.12;libImt.so.6.28.12;libMF_MessageLogger.so;libMathCore.so.6.28.12;libMatrix.so.6.28.12;libMultiProc.so.6.28.12;libNet.so.6.28.12;libPhysics.so.6.28.12;libRIO.so.6.28.12;libThread.so.6.28.12;libboost_atomic.so.1.82.0;libboost_filesystem.so.1.82.0;libboost_unit_test_framework.so.1.82.0;libcanvas.so;libcetlib.so;libcetlib_except.so;libcrypto.so;libfhiclcpp.so;libfhiclcpp_types.so;liblarcorealg_CoreUtils.so;liblarcorealg_Geometry.so;liblarcorealg_GeometryTestLib.so;liblarcorealg_TestUtils.so;liblarcoreobj_SimpleTypesAndConstants.so;libtbb.so.12	1	
geometry_thirdplaneslope_test	larcorealg	larcorealg/larcorealg/CoreUtils/DebugUtils.cxx;larcorealg/larcorealg/CoreUtils/NumericUtils.cxx;larcorealg/larcorealg/CoreUtils/SearchPathPlusRelative.cxx;larcorealg/larcorealg/Geometry/AuxDetGeo.cxx;larcorealg/larcorealg/Geometry/AuxDetGeoObjectSorter.cxx;larcorealg/larcorealg/Geometry/AuxDetGeoObjectSorterStandard.cxx;larcorealg/larcorealg/Geometry/AuxDetGeometryCore.cxx;larcorealg/larcorealg/Geometry/AuxDetReadoutGeom.cxx;larcorealg/larcorealg/Geometry/AuxDetSensitiveGeo.cxx;larcorealg/larcorealg/Geometry/BoxBoundedGeo.cxx;larcorealg/larcorealg/Geometry/CryostatGeo.cxx;larcorealg/larcorealg/Geometry/GeoNodePath.cxx;larcorealg/larcorealg/Geometry/GeoObjectSorter.cxx;larcorealg/larcorealg/Geometry/GeoObjectSorterStandard.cxx;larcorealg/larcorealg/Geometry/GeoVectorLocalTransformation.cxx;larcorealg/larcorealg/Geometry/GeometryBuilderStandard.cxx;larcorealg/larcorealg/Geometry/GeometryCore.cxx;larcorealg/larcorealg/Geometry/Intersections.cxx;larcorealg/larcorealg/Geometry/LocalTransformation.cxx;larcorealg/larcorealg/Geometry/OpDetGeo.cxx;larcorealg/larcorealg/Geometry/PlaneGeo.cxx;larcorealg/larcorealg/Geometry/StandaloneGeometrySetup.cxx;larcorealg/larcorealg/Geometry/TPCGeo.cxx;larcorealg/larcorealg/Geometry/WireGeo.cxx;larcorealg/larcorealg/Geometry/WireReadoutDumper.cxx;larcorealg/larcorealg/Geometry/WireReadoutGeom.cxx;larcorealg/larcorealg/Geometry/WireReadoutGeomBuilderStandard.cxx;larcorealg/larcorealg/Geometry/WireReadoutSorterStandard.cxx;larcorealg/larcorealg/Geometry/WireReadoutStandardGeom.cxx;larcorealg/larcorealg/Geometry/details/GeometryIterationPolicy.cxx;larcorealg/larcorealg/Geometry/details/ReadoutIterationPolicy.cxx;larcorealg/larcorealg/Geometry/details/maybe_default_detector_name.cxx;larcorealg/larcorealg/TestUtils/NameSelector.cxx;larcorealg/test/Geometry/ChannelMapStandardTestAlg.cxx;larcorealg/test/Geometry/GeometryGeoIDTestAlg.cxx;larcorealg/test/Geometry/GeometryIteratorLoopTestAlg.cxx;larcorealg/test/Geometry/GeometryIteratorTestAlg.cxx;larcorealg/test/Geometry/GeometryTestAlg.cxx;larcorealg/test/Geometry/geometry_thirdplaneslope_test.cxx;larcoreobj/larcoreobj/SimpleTypesAndConstants/geo_types.cxx	libCLHEP-Geometry-2.4.7.1.so;libCLHEP-Vector-2.4.7.1.so;libCore.so.6.28.12;libGenVector.so.6.28.12;libGeom.so.6.28.12;libHist.so.6.28.12;libImt.so.6.28.12;libMF_MessageLogger.so;libMathCore.so.6.28.12;libMatrix.so.6.28.12;libMultiProc.so.6.28.12;libNet.so.6.28.12;libPhysics.so.6.28.12;libRIO.so.6.28.12;libThread.so.6.28.12;libboost_atomic.so.1.82.0;libboost_filesystem.so.1.82.0;libboost_unit_test_framework.so.1.82.0;libcanvas.so;libcetlib.so;libcetlib_except.so;libcrypto.so;libfhiclcpp.so;libfhiclcpp_types.so;liblarcorealg_CoreUtils.so;liblarcorealg_Geometry.so;liblarcorealg_GeometryTestLib.so;liblarcorealg_TestUtils.so;liblarcoreobj_SimpleTypesAndConstants.so;libtbb.so.12	1	
geometrydatacontainers_test	larcorealg	larcorealg/larcorealg/CoreUtils/DebugUtils.cxx;larcorealg/larcorealg/CoreUtils/NumericUtils.cxx;larcorealg/larcorealg/CoreUtils/SearchPathPlusRelative.cxx;larcorealg/test/Geometry/geometrydatacontainers_test.cxx;larcoreobj/larcoreobj/SimpleTypesAndConstants/geo_types.cxx	libboost_unit_test_framework.so.1.82.0;libcetlib.so;libcetlib_except.so;libcrypto.so;liblarcorealg_CoreUtils.so;liblarcoreobj_SimpleTypesAndConstants.so	0	
get_elements_test	larcorealg	larcorealg/larcorealg/CoreUtils/DebugUtils.cxx;larcorealg/larcorealg/CoreUtils/NumericUtils.cxx;larcorealg/larcorealg/CoreUtils/SearchPathPlusRelative.cxx;larcorealg/test/CoreUtils/get_elements_test.cc	libboost_unit_test_framework.so.1.82.0;libcetlib.so;libcetlib_except.so;libcrypto.so;liblarcorealg_CoreUtils.so	0	
operations_test	larcorealg	larcorealg/larcorealg/CoreUtils/DebugUtils.cxx;larcorealg/larcorealg/CoreUtils/NumericUtils.cxx;larcorealg/larcorealg/CoreUtils/SearchPathPlusRelative.cxx;larcorealg/test/CoreUtils/operations_test.cc	libboost_unit_test_framework.so.1.82.0;libcetlib.so;libcetlib_except.so;libcrypto.so;liblarcorealg_CoreUtils.so	0	
printBacktrace_test	larcorealg	larcorealg/larcorealg/CoreUtils/DebugUtils.cxx;larcorealg/larcorealg/CoreUtils/NumericUtils.cxx;larcorealg/larcorealg/CoreUtils/SearchPathPlusRelative.cxx;larcorealg/test/CoreUtils/printBacktrace_test.cc	libcetlib.so;libcetlib_except.so;libcrypto.so;liblarcorealg_CoreUtils.so	0	
readoutdatacontainers_test	larcorealg	larcorealg/larcorealg/CoreUtils/DebugUtils.cxx;larcorealg/larcorealg/CoreUtils/NumericUtils.cxx;larcorealg/larcorealg/CoreUtils/SearchPathPlusRelative.cxx;larcorealg/test/Geometry/readoutdatacontainers_test.cxx;larcoreobj/larcoreobj/SimpleTypesAndConstants/geo_types.cxx	libboost_unit_test_framework.so.1.82.0;libcetlib.so;libcetlib_except.so;libcrypto.so;liblarcorealg_CoreUtils.so;liblarcoreobj_SimpleTypesAndConstants.so	0	
span_test	larcorealg	larcorealg/larcorealg/CoreUtils/DebugUtils.cxx;larcorealg/larcorealg/CoreUtils/NumericUtils.cxx;larcorealg/larcorealg/CoreUtils/SearchPathPlusRelative.cxx;larcorealg/test/CoreUtils/span_test.cc	libboost_unit_test_framework.so.1.82.0;libcetlib.so;libcetlib_except.so;libcrypto.so;liblarcorealg_CoreUtils.so	0	
topology_test	larcorealg	larcorealg/larcorealg/CoreUtils/DebugUtils.cxx;larcorealg/larcorealg/CoreUtils/NumericUtils.cxx;larcorealg/larcorealg/CoreUtils/SearchPathPlusRelative.cxx;larcorealg/larcorealg/Geometry/AuxDetGeo.cxx;larcorealg/larcorealg/Geometry/AuxDetGeoObjectSorter.cxx;larcorealg/larcorealg/Geometry/AuxDetGeoObjectSorterStandard.cxx;larcorealg/larcorealg/Geometry/AuxDetGeometryCore.cxx;larcorealg/larcorealg/Geometry/AuxDetReadoutGeom.cxx;larcorealg/larcorealg/Geometry/AuxDetSensitiveGeo.cxx;larcorealg/larcorealg/Geometry/BoxBoundedGeo.cxx;larcorealg/larcorealg/Geometry/CryostatGeo.cxx;larcorealg/larcorealg/Geometry/GeoNodePath.cxx;larcorealg/larcorealg/Geometry/GeoObjectSorter.cxx;larcorealg/larcorealg/Geometry/GeoObjectSorterStandard.cxx;larcorealg/larcorealg/Geometry/GeoVectorLocalTransformation.cxx;larcorealg/larcorealg/Geometry/GeometryBuilderStandard.cxx;larcorealg/larcorealg/Geometry/GeometryCore.cxx;larcorealg/larcorealg/Geometry/Intersections.cxx;larcorealg/larcorealg/Geometry/LocalTransformation.cxx;larcorealg/larcorealg/Geometry/OpDetGeo.cxx;larcorealg/larcorealg/Geometry/PlaneGeo.cxx;larcorealg/larcorealg/Geometry/StandaloneGeometrySetup.cxx;larcorealg/larcorealg/Geometry/TPCGeo.cxx;larcorealg/larcorealg/Geometry/WireGeo.cxx;larcorealg/larcorealg/Geometry/WireReadoutDumper.cxx;larcorealg/larcorealg/Geometry/WireReadoutGeom.cxx;larcorealg/larcorealg/Geometry/WireReadoutGeomBuilderStandard.cxx;larcorealg/larcorealg/Geometry/WireReadoutSorterStandard.cxx;larcorealg/larcorealg/Geometry/WireReadoutStandardGeom.cxx;larcorealg/larcorealg/Geometry/details/GeometryIterationPolicy.cxx;larcorealg/larcorealg/Geometry/details/ReadoutIterationPolicy.cxx;larcorealg/larcorealg/Geometry/details/maybe_default_detector_name.cxx;larcorealg/test/Geometry/topology_test.cxx;larcoreobj/larcoreobj/SimpleTypesAndConstants/geo_types.cxx	libCLHEP-Geometry-2.4.7.1.so;libCLHEP-Vector-2.4.7.1.so;libCore.so.6.28.12;libGenVector.so.6.28.12;libGeom.so.6.28.12;libHist.so.6.28.12;libImt.so.6.28.12;libMF_MessageLogger.so;libMathCore.so.6.28.12;libMatrix.so.6.28.12;libMultiProc.so.6.28.12;libNet.so.6.28.12;libPhysics.so.6.28.12;libRIO.so.6.28.12;libThread.so.6.28.12;libboost_atomic.so.1.82.0;libboost_filesystem.so.1.82.0;libboost_unit_test_framework.so.1.82.0;libcetlib.so;libcetlib_except.so;libcrypto.so;libfhiclcpp.so;libfhiclcpp_types.so;liblarcorealg_CoreUtils.so;liblarcorealg_Geometry.so;liblarcoreobj_SimpleTypesAndConstants.so;libtbb.so.12	1	
values_test	larcorealg	larcorealg/test/CoreUtils/values_test.cc	libboost_unit_test_framework.so.1.82.0	0	
zip_test	larcorealg	larcorealg/larcorealg/CoreUtils/DebugUtils.cxx;larcorealg/larcorealg/CoreUtils/NumericUtils.cxx;larcorealg/larcorealg/CoreUtils/SearchPathPlusRelative.cxx;larcorealg/test/CoreUtils/zip_test.cc	libboost_unit_test_framework.so.1.82.0;libcetlib.so;libcetlib_except.so;libcrypto.so;liblarcorealg_CoreUtils.so	0	
geo_types_fhicl_test	larcoreobj	larcoreobj/larcoreobj/SimpleTypesAndConstants/geo_types.cxx;larcoreobj/test/SimpleTypesAndConstants/geo_types_fhicl_test.cc	libboost_atomic.so.1.82.0;libboost_filesystem.so.1.82.0;libboost_unit_test_framework.so.1.82.0;libcetlib.so;libcetlib_except.so;libcrypto.so;libfhiclcpp.so;libfhiclcpp_types.so;liblarcoreobj_SimpleTypesAndConstants.so;libtbb.so.12	0	
geo_types_test	larcoreobj	larcoreobj/larcoreobj/SimpleTypesAndConstants/geo_types.cxx;larcoreobj/test/SimpleTypesAndConstants/geo_types_test.cc	libboost_unit_test_framework.so.1.82.0;liblarcoreobj_SimpleTypesAndConstants.so	0	
readout_types_fhicl_test	larcoreobj	larcoreobj/larcoreobj/SimpleTypesAndConstants/geo_types.cxx;larcoreobj/test/SimpleTypesAndConstants/readout_types_fhicl_test.cc	libboost_atomic.so.1.82.0;libboost_filesystem.so.1.82.0;libboost_unit_test_framework.so.1.82.0;libcetlib.so;libcetlib_except.so;libcrypto.so;libfhiclcpp.so;libfhiclcpp_types.so;liblarcoreobj_SimpleTypesAndConstants.so;libtbb.so.12	0	
readout_types_test	larcoreobj	larcoreobj/larcoreobj/SimpleTypesAndConstants/geo_types.cxx;larcoreobj/test/SimpleTypesAndConstants/readout_types_test.cc	libboost_unit_test_framework.so.1.82.0;liblarcoreobj_SimpleTypesAndConstants.so	0	
testPhysicalConstants	larcoreobj	larcoreobj/test/SimpleTypesAndConstants/testPhysicalConstants.cc		0	
DetectorClocksBo_test	lardataalg	larcorealg/larcorealg/CoreUtils/DebugUtils.cxx;larcorealg/larcorealg/CoreUtils/NumericUtils.cxx;larcorealg/larcorealg/CoreUtils/SearchPathPlusRelative.cxx;larcorealg/larcorealg/Geometry/AuxDetGeo.cxx;larcorealg/larcorealg/Geometry/AuxDetGeoObjectSorter.cxx;larcorealg/larcorealg/Geometry/AuxDetGeoObjectSorterStandard.cxx;larcorealg/larcorealg/Geometry/AuxDetGeometryCore.cxx;larcorealg/larcorealg/Geometry/AuxDetReadoutGeom.cxx;larcorealg/larcorealg/Geometry/AuxDetSensitiveGeo.cxx;larcorealg/larcorealg/Geometry/BoxBoundedGeo.cxx;larcorealg/larcorealg/Geometry/CryostatGeo.cxx;larcorealg/larcorealg/Geometry/GeoNodePath.cxx;larcorealg/larcorealg/Geometry/GeoObjectSorter.cxx;larcorealg/larcorealg/Geometry/GeoObjectSorterStandard.cxx;larcorealg/larcorealg/Geometry/GeoVectorLocalTransformation.cxx;larcorealg/larcorealg/Geometry/GeometryBuilderStandard.cxx;larcorealg/larcorealg/Geometry/GeometryCore.cxx;larcorealg/larcorealg/Geometry/Intersections.cxx;larcorealg/larcorealg/Geometry/LocalTransformation.cxx;larcorealg/larcorealg/Geometry/OpDetGeo.cxx;larcorealg/larcorealg/Geometry/PlaneGeo.cxx;larcorealg/larcorealg/Geometry/StandaloneGeometrySetup.cxx;larcorealg/larcorealg/Geometry/TPCGeo.cxx;larcorealg/larcorealg/Geometry/WireGeo.cxx;larcorealg/larcorealg/Geometry/WireReadoutDumper.cxx;larcorealg/larcorealg/Geometry/WireReadoutGeom.cxx;larcorealg/larcorealg/Geometry/WireReadoutGeomBuilderStandard.cxx;larcorealg/larcorealg/Geometry/WireReadoutSorterStandard.cxx;larcorealg/larcorealg/Geometry/WireReadoutStandardGeom.cxx;larcorealg/larcorealg/Geometry/details/GeometryIterationPolicy.cxx;larcorealg/larcorealg/Geometry/details/ReadoutIterationPolicy.cxx;larcorealg/larcorealg/Geometry/details/maybe_default_detector_name.cxx;larcorealg/larcorealg/TestUtils/NameSelector.cxx;larcoreobj/larcoreobj/SimpleTypesAndConstants/geo_types.cxx;lardataalg/lardataalg/DetectorInfo/DetectorClocksStandard.cxx;lardataalg/lardataalg/DetectorInfo/DetectorPropertiesData.cc;lardataalg/lardataalg/DetectorInfo/DetectorPropertiesStandard.cxx;lardataalg/lardataalg/DetectorInfo/ElecClock.cxx;lardataalg/lardataalg/DetectorInfo/LArPropertiesStandard.cxx;lardataalg/lardataalg/DetectorInfo/RunHistoryStandard.cxx;lardataalg/test/DetectorInfo/DetectorClocksStandard_test.cc;lardataobj/lardataobj/RawData/AuxDetDigit.cxx;lardataobj/lardataobj/RawData/BeamInfo.cxx;lardataobj/lardataobj/RawData/DAQHeader.cxx;lardataobj/lardataobj/RawData/ExternalTrigger.cxx;lardataobj/lardataobj/RawData/OpDetPulse.cxx;lardataobj/lardataobj/RawData/RawDigit.cxx;lardataobj/lardataobj/RawData/TriggerData.cxx;lardataobj/lardataobj/RawData/raw.cxx	libCLHEP-Geometry-2.4.7.1.so;libCLHEP-Vector-2.4.7.1.so;libCore.so.6.28.12;libGenVector.so.6.28.12;libGeom.so.6.28.12;libHist.so.6.28.12;libImt.so.6.28.12;libMF_MessageLogger.so;libMathCore.so.6.28.12;libMatrix.so.6.28.12;libMultiProc.so.6.28.12;libNet.so.6.28.12;libPhysics.so.6.28.12;libRIO.so.6.28.12;libThread.so.6.28.12;libboost_atomic.so.1.82.0;libboost_filesystem.so.1.82.0;libcanvas.so;libcetlib.so;libcetlib_except.so;libcrypto.so;libfhiclcpp.so;libfhiclcpp_types.so;liblarcorealg_CoreUtils.so;liblarcorealg_Geometry.so;liblarcorealg_TestUtils.so;liblarcoreobj_SimpleTypesAndConstants.so;liblardataalg_DetectorInfo.so;liblardataobj_RawData.so;libtbb.so.12	1	
DetectorClocksCSU40L_test	lardataalg	larcorealg/larcorealg/CoreUtils/DebugUtils.cxx;larcorealg/larcorealg/CoreUtils/NumericUtils.cxx;larcorealg/larcorealg/CoreUtils/SearchPathPlusRelative.cxx;larcorealg/larcorealg/Geometry/AuxDetGeo.cxx;larcorealg/larcorealg/Geometry/AuxDetGeoObjectSorter.cxx;larcorealg/larcorealg/Geometry/AuxDetGeoObjectSorterStandard.cxx;larcorealg/larcorealg/Geometry/AuxDetGeometryCore.cxx;larcorealg/larcorealg/Geometry/AuxDetReadoutGeom.cxx;larcorealg/larcorealg/Geometry/AuxDetSensitiveGeo.cxx;larcorealg/larcorealg/Geometry/BoxBoundedGeo.cxx;larcorealg/larcorealg/Geometry/CryostatGeo.cxx;larcorealg/larcorealg/Geometry/GeoNodePath.cxx;larcorealg/larcorealg/Geometry/GeoObjectSorter.cxx;larcorealg/larcorealg/Geometry/GeoObjectSorterStandard.cxx;larcorealg/larcorealg/Geometry/GeoVectorLocalTransformation.cxx;larcorealg/larcorealg/Geometry/GeometryBuilderStandard.cxx;larcorealg/larcorealg/Geometry/GeometryCore.cxx;larcorealg/larcorealg/Geometry/Intersections.cxx;larcorealg/larcorealg/Geometry/LocalTransformation.cxx;larcorealg/larcorealg/Geometry/OpDetGeo.cxx;larcorealg/larcorealg/Geometry/PlaneGeo.cxx;larcorealg/larcorealg/Geometry/StandaloneGeometrySetup.cxx;larcorealg/larcorealg/Geometry/TPCGeo.cxx;larcorealg/larcorealg/Geometry/WireGeo.cxx;larcorealg/larcorealg/Geometry/WireReadoutDumper.cxx;larcorealg/larcorealg/Geometry/WireReadoutGeom.cxx;larcorealg/larcorealg/Geometry/WireReadoutGeomBuilderStandard.cxx;larcorealg/larcorealg/Geometry/WireReadoutSorterStandard.cxx;larcorealg/larcorealg/Geometry/WireReadoutStandardGeom.cxx;larcorealg/larcorealg/Geometry/details/GeometryIterationPolicy.cxx;larcorealg/larcorealg/Geometry/details/ReadoutIterationPolicy.cxx;larcorealg/larcorealg/Geometry/details/maybe_default_detector_name.cxx;larcorealg/larcorealg/TestUtils/NameSelector.cxx;larcoreobj/larcoreobj/SimpleTypesAndConstants/geo_types.cxx;lardataalg/lardataalg/DetectorInfo/DetectorClocksStandard.cxx;lardataalg/lardataalg/DetectorInfo/DetectorPropertiesData.cc;lardataalg/lardataalg/DetectorInfo/DetectorPropertiesStandard.cxx;lardataalg/lardataalg/DetectorInfo/ElecClock.cxx;lardataalg/lardataalg/DetectorInfo/LArPropertiesStandard.cxx;lardataalg/lardataalg/DetectorInfo/RunHistoryStandard.cxx;lardataalg/test/DetectorInfo/DetectorClocksStandard_test.cc;lardataobj/lardataobj/RawData/AuxDetDigit.cxx;lardataobj/lardataobj/RawData/BeamInfo.cxx;lardataobj/lardataobj/RawData/DAQHeader.cxx;lardataobj/lardataobj/RawData/ExternalTrigger.cxx;lardataobj/lardataobj/RawData/OpDetPulse.cxx;lardataobj/lardataobj/RawData/RawDigit.cxx;lardataobj/lardataobj/RawData/TriggerData.cxx;lardataobj/lardataobj/RawData/raw.cxx	libCLHEP-Geometry-2.4.7.1.so;libCLHEP-Vector-2.4.7.1.so;libCore.so.6.28.12;libGenVector.so.6.28.12;libGeom.so.6.28.12;libHist.so.6.28.12;libImt.so.6.28.12;libMF_MessageLogger.so;libMathCore.so.6.28.12;libMatrix.so.6.28.12;libMultiProc.so.6.28.12;libNet.so.6.28.12;libPhysics.so.6.28.12;libRIO.so.6.28.12;libThread.so.6.28.12;libboost_atomic.so.1.82.0;libboost_filesystem.so.1.82.0;libcanvas.so;libcetlib.so;libcetlib_except.so;libcrypto.so;libfhiclcpp.so;libfhiclcpp_types.so;liblarcorealg_CoreUtils.so;liblarcorealg_Geometry.so;liblarcorealg_TestUtils.so;liblarcoreobj_SimpleTypesAndConstants.so;liblardataalg_DetectorInfo.so;liblardataobj_RawData.so;libtbb.so.12	1	
DetectorClocksLArTPCdetector_test	lardataalg	larcorealg/larcorealg/CoreUtils/DebugUtils.cxx;larcorealg/larcorealg/CoreUtils/NumericUtils.cxx;larcorealg/larcorealg/CoreUtils/SearchPathPlusRelative.cxx;larcorealg/larcorealg/Geometry/AuxDetGeo.cxx;larcorealg/larcorealg/Geometry/AuxDetGeoObjectSorter.cxx;larcorealg/larcorealg/Geometry/AuxDetGeoObjectSorterStandard.cxx;larcorealg/larcorealg/Geometry/AuxDetGeometryCore.cxx;larcorealg/larcorealg/Geometry/AuxDetReadoutGeom.cxx;larcorealg/larcorealg/Geometry/AuxDetSensitiveGeo.cxx;larcorealg/larcorealg/Geometry/BoxBoundedGeo.cxx;larcorealg/larcorealg/Geometry/CryostatGeo.cxx;larcorealg/larcorealg/Geometry/GeoNodePath.cxx;larcorealg/larcorealg/Geometry/GeoObjectSorter.cxx;larcorealg/larcorealg/Geometry/GeoObjectSorterStandard.cxx;larcorealg/larcorealg/Geometry/GeoVectorLocalTransformation.cxx;larcorealg/larcorealg/Geometry/GeometryBuilderStandard.cxx;larcorealg/larcorealg/Geometry/GeometryCore.cxx;larcorealg/larcorealg/Geometry/Intersections.cxx;larcorealg/larcorealg/Geometry/LocalTransformation.cxx;larcorealg/larcorealg/Geometry/OpDetGeo.cxx;larcorealg/larcorealg/Geometry/PlaneGeo.cxx;larcorealg/larcorealg/Geometry/StandaloneGeometrySetup.cxx;larcorealg/larcorealg/Geometry/TPCGeo.cxx;larcorealg/larcorealg/Geometry/WireGeo.cxx;larcorealg/larcorealg/Geometry/WireReadoutDumper.cxx;larcorealg/larcorealg/Geometry/WireReadoutGeom.cxx;larcorealg/larcorealg/Geometry/WireReadoutGeomBuilderStandard.cxx;larcorealg/larcorealg/Geometry/WireReadoutSorterStandard.cxx;larcorealg/larcorealg/Geometry/WireReadoutStandardGeom.cxx;larcorealg/larcorealg/Geometry/details/GeometryIterationPolicy.cxx;larcorealg/larcorealg/Geometry/details/ReadoutIterationPolicy.cxx;larcorealg/larcorealg/Geometry/details/maybe_default_detector_name.cxx;larcorealg/larcorealg/TestUtils/NameSelector.cxx;larcoreobj/larcoreobj/SimpleTypesAndConstants/geo_types.cxx;lardataalg/lardataalg/DetectorInfo/DetectorClocksStandard.cxx;lardataalg/lardataalg/DetectorInfo/DetectorPropertiesData.cc;lardataalg/lardataalg/DetectorInfo/DetectorPropertiesStandard.cxx;lardataalg/lardataalg/DetectorInfo/ElecClock.cxx;lardataalg/lardataalg/DetectorInfo/LArPropertiesStandard.cxx;lardataalg/lardataalg/DetectorInfo/RunHistoryStandard.cxx;lardataalg/test/DetectorInfo/DetectorClocksStandard_test.cc;lardataobj/lardataobj/RawData/AuxDetDigit.cxx;lardataobj/lardataobj/RawData/BeamInfo.cxx;lardataobj/lardataobj/RawData/DAQHeader.cxx;lardataobj/lardataobj/RawData/ExternalTrigger.cxx;lardataobj/lardataobj/RawData/OpDetPulse.cxx;lardataobj/lardataobj/RawData/RawDigit.cxx;lardataobj/lardataobj/RawData/TriggerData.cxx;lardataobj/lardataobj/RawData/raw.cxx	libCLHEP-Geometry-2.4.7.1.so;libCLHEP-Vector-2.4.7.1.so;libCore.so.6.28.12;libGenVector.so.6.28.12;libGeom.so.6.28.12;libHist.so.6.28.12;libImt.so.6.28.12;libMF_MessageLogger.so;libMathCore.so.6.28.12;libMatrix.so.6.28.12;libMultiProc.so.6.28.12;libNet.so.6.28.12;libPhysics.so.6.28.12;libRIO.so.6.28.12;libThread.so.6.28.12;libboost_atomic.so.1.82.0;libboost_filesystem.so.1.82.0;libcanvas.so;libcetlib.so;libcetlib_except.so;libcrypto.so;libfhiclcpp.so;libfhiclcpp_types.so;liblarcorealg_CoreUtils.so;liblarcorealg_Geometry.so;liblarcorealg_TestUtils.so;liblarcoreobj_SimpleTypesAndConstants.so;liblardataalg_DetectorInfo.so;liblardataobj_RawData.so;libtbb.so.12	1	
